protein_id	gene_names	peptides	intensity
P27824	CANX	18	256510000
Q06323	PSME1	15	255600000
P62249	RPS16	11	255530000
P62829	RPL23	9	254020000
P30041	PRDX6	14	251800000
P12110	COL6A2	19	249130000
P45880	VDAC2	16	246530000
P30085	CMPK1	10	245920000
P30050	RPL12	6	245860000
Q14103	HNRNPD	12	245470000
Q8WUM4	PDCD6IP	31	243310000
P11216	PYGB	29	241620000
Q12906	ILF3	28	241390000
Q15582	TGFBI	20	238340000
O60701	UGDH	22	237150000
P43243	MATR3	21	236000000
P22234	PAICS	21	233480000
O75083	WDR1	23	230040000
P16422	EPCAM	9	228370000
P61313	RPL15	13	224960000
P78527	PRKDC	78	223730000
Q13263	TRIM28	30	222590000
P26373	RPL13	9	221610000
Q14152	EIF3A	31	219340000
P62753	RPS6	7	214180000
P62081	RPS7	12	214160000
P46781	RPS9	14	214090000
Q53GQ0	HSD17B12	10	209970000
O75874	IDH1	17	208980000
P13489	RNH1	23	208020000
Q08211	DHX9	38	205780000
P51659	HSD17B4	22	203120000
P22102	GART	32	202090000
P35222	CTNNB1	26	200080000
P39656	DDOST	12	196820000
Q12905	ILF2	15	194760000
P62917	RPL8	11	194030000
Q7KZF4	SND1	31	193890000
P40939	HADHA	30	193610000
Q8N257	HIST3H2BB	8	193290000
P29692	EEF1D	9	192420000
P20700	LMNB1	22	192390000
P02042	HBD	14	191260000
Q86VP6	CAND1	29	190970000
Q9BYZ8	REG4	9	190820000
P14866	HNRNPL	20	190290000
Q9BSJ8	ESYT1	25	189410000
P62899	RPL31	4	188870000
P30153	PPP2R1A	23	188460000
P54886	ALDH18A1	29	188430000
P07339	CTSD	13	188310000
P09211	GSTP1	9	188060000
P23526	AHCY	20	187520000
P62913	RPL11	12	186380000
P26640	VARS	36	183660000
Q15185	PTGES3	7	183070000
P62269	RPS18	9	182360000
P05386	RPLP1	2	181190000
P62847	RPS24	5	179400000
P16615	ATP2A2	27	177970000
P62280	RPS11	13	176350000
O15143	ARPC1B	12	175720000
P00505	GOT2	16	174980000
P54136	RARS	28	174450000
P34897	SHMT2	19	170350000
P39019	RPS19	12	169810000
Q99623	PHB2	12	167290000
O60716	CTNND1	28	165910000
P46776	RPL27A	8	165080000
P22695	UQCRC2	16	164910000
Q9P2E9	RRBP1	43	164180000
Q00325	SLC25A3	13	163260000
P30044	PRDX5	11	162690000
P41250	GARS	19	161350000
P00491	PNP	17	160300000
P26038	MSN	24	159910000
P41252	IARS	36	159660000
O15355	PPM1G	9	159570000
P59998	ARPC4	7	159040000
P21291	CSRP1	9	157730000
Q14126	DSG2	23	157610000
O75367	H2AFY	13	156320000
Q99497	PARK7	11	153900000
P12429	ANXA3	16	153080000
P52209	PGD	19	152850000
P09972	ALDOC	9	152650000
Q92499	DDX1	25	152160000
P62851	RPS25	5	151470000
P31939	ATIC	26	151090000
P00352	ALDH1A1	20	150970000
Q14166	TTLL12	18	150800000
Q9UL46	PSME2	12	150300000
P62263	RPS14	9	150260000
P37837	TALDO1	16	149380000
P62136	PPP1CA	20	149340000
Q02543	RPL18A	10	149320000
P47756	CAPZB	11	148420000
Q13200	PSMD2	28	148140000
P35606	COPB2	28	147850000
P05455	SSB	13	147070000
P83731	RPL24	7	146840000
P40925	MDH1	11	146700000
P17844	DDX5	20	146660000
P08311	CTSG	11	146290000
O94832	MYO1D	36	146180000
P50914	RPL14	5	145940000
P09874	PARP1	28	145790000
P62750	RPL23A	11	144750000
Q7L2H7	EIF3M	13	144300000
Q15181	PPA1	15	142110000
P63010	AP2B1	25	141550000
P23381	WARS	16	140090000
P31943	HNRNPH1	14	138830000
P62244	RPS15A	8	138550000
O00571	DDX3X	22	136630000
P27708	CAD	42	136520000
Q04637	EIF4G1	33	135600000
O75533	SF3B1	34	134860000
Q6P2Q9	PRPF8	49	134810000
P31948	STIP1	24	133410000
P48047	ATP5O	10	132820000
P14174	MIF	2	131930000
Q13509	TUBB3	21	130920000
Q15393	SF3B3	27	130730000
P00387	CYB5R3	11	129520000
P21810	BGN	11	127930000
P04080	CSTB	5	127260000
Q9Y6N5	SQRDL	22	127050000
O00151	PDLIM1	18	126060000
P63173	RPL38	5	125120000
P68036	UBE2L3	4	124540000
Q04917	YWHAH	14	123640000
P42677	RPS27	6	122460000
O00410	IPO5	31	121770000
Q9UQ80	PA2G4	17	121210000
Q7Z406	MYH14	52	120860000
P47897	QARS	28	120350000
P51571	SSR4	4	120220000
P04792	HSPB1	9	119940000
P46779	RPL28	8	119730000
O43390	HNRNPR	21	119510000
P48444	ARCN1	19	118900000
P61160	ACTR2	12	118260000
P49411	TUFM	18	117660000
P07384	CAPN1	19	117030000
P51149	RAB7A	14	116960000
P56192	MARS	22	116930000
Q9NTK5	OLA1	11	116350000
Q02790	FKBP4	19	114890000
O43491	EPB41L2	24	114230000
P30040	ERP29	9	114200000
P60174	TPI1	13	113460000
Q8NC51	SERBP1	18	113120000
P07954	FH	14	113090000
P42166	TMPO	20	112500000
Q16531	DDB1	26	111690000
P37108	SRP14	6	110800000
P24534	EEF1B2	6	109460000
P36952	SERPINB5	15	109450000
P62910	RPL32	9	109340000
Q96QK1	VPS35	20	108420000
P61353	RPL27	6	108290000
O00231	PSMD11	18	107940000
P55060	CSE1L	26	107050000
P21964	COMT	9	106970000
Q9NSD9	FARSB	17	106840000
P35237	SERPINB6	12	106620000
P28066	PSMA5	9	106570000
O95373	IPO7	20	106510000
O14980	XPO1	26	106240000
P21399	ACO1	19	105870000
P13796	LCP1	25	105440000
P31930	UQCRC1	18	105350000
O43175	PHGDH	15	104820000
Q99439	CNN2	10	104640000
P11586	MTHFD1	24	104300000
Q13283	G3BP1	11	103160000
P55884	EIF3B	23	102620000
P21397	MAOA	17	101370000
P17174	GOT1	15	100480000
P17980	PSMC3	17	100360000
Q9H4A4	RNPEP	17	100280000
Q15437	SEC23B	16	99710000
P09382	LGALS1	7	99499000
Q00796	SORD	13	98821000
P62195	PSMC5	17	98759000
P16144	ITGB4	29	98757000
Q9BR76	CORO1B	10	98335000
Q05707	COL14A1	30	97862000
P27348	YWHAQ	13	97607000
Q9NZ08	ERAP1	20	97561000
Q99460	PSMD1	21	97395000
P19367	HK1	26	96971000
Q9NR45	NANS	10	96400000
P26368	U2AF2	9	95814000
P09960	LTA4H	17	95602000
P30086	PEBP1	8	94893000
P52907	CAPZA1	7	94724000
P50552	VASP	13	94167000
P05026	ATP1B1	6	93594000
Q9Y265	RUVBL1	14	93483000
O75390	CS	13	93226000
P02461	COL3A1	4	93037000
Q969X5	ERGIC1	7	92951000
P30837	ALDH1B1	12	91865000
P07741	APRT	11	91087000
P50995	ANXA11	16	90934000
Q9BS26	ERP44	11	90921000
P42766	RPL35	4	89867000
P12004	PCNA	11	88579000
O43143	DHX15	23	88126000
P47755	CAPZA2	8	87464000
Q9H299	SH3BGRL3	3	87231000
P15559	NQO1	9	87109000
Q92945	KHSRP	18	87045000
P00738	HP	14	87017000
P62266	RPS23	6	86839000
P32969	RPL9	9	86242000
Q96KP4	CNDP2	15	85775000
P27695	APEX1	12	85756000
O00159	MYO1C	24	85539000
P61163	ACTR1A	11	85316000
P60900	PSMA6	9	85264000
Q16851	UGP2	14	85226000
Q15029	EFTUD2	23	84826000
P49257	LMAN1	13	83268000
P51148	RAB5C	8	82909000
P17858	PFKL	17	82505000
P51665	PSMD7	10	82243000
P49189	ALDH9A1	14	81639000
O43242	PSMD3	17	81513000
P62841	RPS15	2	81317000
P62333	PSMC6	12	81264000
P23229	ITGA6	20	80988000
Q96HC4	PDLIM5	17	80881000
Q9Y3U8	RPL36	4	80689000
P47914	RPL29	2	80650000
P54819	AK2	9	80111000
P56537	EIF6	7	80055000
P55084	HADHB	18	80046000
P51911	CNN1	13	79740000
P13073	COX4I1	6	79705000
P30043	BLVRB	10	79318000
Q9Y2Q3	GSTK1	9	79203000
Q07960	ARHGAP1	12	78951000
P61019	RAB2A	11	77521000
Q96EK6	GNPNAT1	6	77494000
Q12907	LMAN2	12	77479000
P42224	STAT1	22	76930000
Q99729	HNRNPAB	9	76718000
Q9Y262	EIF3L	20	76699000
P49720	PSMB3	8	76587000
Q16836	HADH	7	76049000
P31946	YWHAB	10	75901000
Q16891	IMMT	20	75895000
P15311	EZR	27	75800000
Q9BUF5	TUBB6	16	75608000
Q9NQW7	XPNPEP1	11	75412000
Q9ULV4	CORO1C	10	75392000
P05164	MPO	18	75374000
Q9Y277	VDAC3	10	74955000
P24752	ACAT1	7	73986000
P54578	USP14	13	73657000
Q99959	PKP2	19	73623000
Q92616	GCN1L1	38	73515000
Q1KMD3	HNRNPUL2	14	73061000
Q92896	GLG1	19	72932000
O15371	EIF3D	12	72678000
P55327	TPD52	11	72380000
P30048	PRDX3	6	72136000
Q9Y5B9	SUPT16H	16	72132000
P33993	MCM7	14	71784000
Q8N163	CCAR2	16	71326000
Q9UMS4	PRPF19	11	71145000
Q13162	PRDX4	12	70036000
P14314	PRKCSH	12	70025000
Q9UJZ1	STOML2	7	69775000
Q08380	LGALS3BP	11	68766000
P13804	ETFA	10	68332000
P13797	PLS3	22	68320000
Q9ULZ3	PYCARD	9	68080000
O94979	SEC31A	18	67756000
O15145	ARPC3	5	67700000
P32322	PYCR1	10	67380000
Q14247	CTTN	19	67042000
P43307	SSR1	3	66951000
P61254	RPL26	4	66905000
Q9UNM6	PSMD13	15	66856000
Q27J81	INF2	22	66553000
O75947	ATP5H	10	66397000
P61221	ABCE1	13	66294000
P08195	SLC3A2	10	66214000
P49748	ACADVL	16	66067000
P25787	PSMA2	8	66059000
P46778	RPL21	3	65938000
P11413	G6PD	15	65834000
O95782	AP2A1	18	65689000
Q14651	PLS1	21	65664000
P20073	ANXA7	10	65627000
Q9NRP0	OSTC	2	65563000
O60763	USO1	20	65501000
P60468	SEC61B	3	65323000
P55145	MANF	10	64727000
P20618	PSMB1	6	64651000
P28331	NDUFS1	18	64563000
O76021	RSL1D1	19	64535000
O15144	ARPC2	14	64394000
P62861	FAU	2	64176000
Q14376	GALE	9	64093000
P84098	RPL19	6	63898000
P25205	MCM3	19	63419000
P54577	YARS	20	63226000
P60033	CD81	3	63176000
P78417	GSTO1	8	62909000
Q92900	UPF1	26	62317000
P60228	EIF3E	15	62306000
Q96TA1	FAM129B	14	62301000
Q9Y6C2	EMILIN1	22	62269000
P55010	EIF5	10	62247000
P62826	RAN	9	62121000
Q13148	TARDBP	6	61906000
Q9Y2J8	PADI2	15	61826000
O60664	PLIN3	11	61599000
Q9Y446	PKP3	19	61411000
O00116	AGPS	14	61271000
Q15046	KARS	18	60757000
Q15019	SEPT2	8	60177000
P14868	DARS	18	59939000
Q15691	MAPRE1	9	59835000
P62191	PSMC1	14	59802000
Q14258	TRIM25	17	59620000
Q15233	NONO	13	59389000
Q9P2J5	LARS	20	59130000
O43776	NARS	13	59028000
O14880	MGST3	4	58758000
Q14165	MLEC	8	58700000
P35268	RPL22	2	58553000
Q9UQ35	SRRM2	19	58486000
P51858	HDGF	6	58483000
P08246	ELANE	4	58479000
Q15417	CNN3	10	58392000
P26583	HMGB2	8	58195000
P12268	IMPDH2	13	58156000
Q16401	PSMD5	14	58098000
Q9BRA2	TXNDC17	5	57950000
O15260	SURF4	5	57907000
Q9BQG0	MYBBP1A	21	57232000
P12270	TPR	29	56609000
Q7L576	CYFIP1	23	56583000
P07858	CTSB	9	56096000
Q13011	ECH1	9	56066000
Q12904	AIMP1	11	56019000
Q9P258	RCC2	14	55570000
Q9Y3I0	RTCB	11	55558000
Q07021	C1QBP	3	55433000
P62316	SNRPD2	8	55339000
O14579	COPE	7	55189000
P62304	SNRPE	2	55065000
Q9NVJ2	ARL8B	7	54987000
P01008	SERPINC1	10	54784000
O94760	DDAH1	12	54635000
Q9Y6C9	MTCH2	8	54511000
