protein_id	gene_names	peptides	intensity
Q9BQG0	MYBBP1A	15	5163300
Q9Y446	PKP3	15	4180300
Q14690	PDCD11	15	2797400
A0AVT1	UBA6	15	4049300
Q9NSE4	IARS2	15	12702000
Q8NBS9	TXNDC5	15	44927000
P53396	ACLY	14	6752300
Q10567	AP1B1	14	2485400
P05141	SLC25A5	14	202570000
P12429	ANXA3	14	26338000
P27216	ANXA13	14	6890700
P16152	CBR1	14	12967000
P23528	CFL1	14	218350000
P23786	CPT2	14	9612400
P07339	CTSD	14	35578000
Q14203	DCTN1	14	3844000
Q14247	CTTN	14	12451000
P13804	ETFA	14	68541000
P22570	FDXR	14	14551000
P52789	HK2	14	5762800
P54652	HSPA2	14	944390
P27816	MAP4	14	7827100
O00159	MYO1C	14	7724300
Q9UM54	MYO6	14	6971600
O43776	NARS	14	14604000
P36871	PGM1	14	7420500
P35232	PHB	14	83745000
P62140	PPP1CB	14	5746800
Q16401	PSMD5	14	12388000
P54136	RARS	14	14850000
P61247	RPS3A	14	52018000
P46781	RPS9	14	54616000
Q01995	TAGLN	14	170810000
P67936	TPM4	14	10546000
P31930	UQCRC1	14	30098000
Q9NQW7	XPNPEP1	14	11602000
P62258	YWHAE	14	93934000
P53675	CLTCL1	14	0
O00151	PDLIM1	14	21974000
Q15393	SF3B3	14	9470800
Q9UHB6	LIMA1	14	7910000
Q8WVV4	POF1B	14	11263000
P01011	SERPINA3	13	48698000
P09972	ALDOC	13	24145000
P38606	ATP6V1A	13	10067000
P10909	CLU	13	46546000
O00299	CLIC1	13	52168000
P35222	CTNNB1	13	5976300
P26641	EEF1G	13	50040000
P38117	ETFB	13	45626000
P11413	G6PD	13	9962000
P68871	HBB	13	1513000000
P11717	IGF2R	13	3052500
Q8WWI1	LMO7	13	7984600
P40925	MDH1	13	63801000
P14780	MMP9	13	4693900
P17858	PFKL	13	15572000
P36873	PPP1CC	13	3270300
P35998	PSMC2	13	9043800
O00231	PSMD11	13	12448000
Q06323	PSME1	13	52150000
P27694	RPA1	13	5626900
P62424	RPL7A	13	92622000
P15880	RPS2	13	46662000
Q00796	SORD	13	24759000
P37837	TALDO1	13	34242000
P42166	TMPO	13	23229000
Q04917	YWHAH	13	43586000
P37802	TAGLN2	13	77487000
P55884	EIF3B	13	7265800
Q14008	CKAP5	13	2636700
Q15459	SF3A1	13	5925300
O00567	NOP56	13	11778000
Q99623	PHB2	13	40600000
Q7L576	CYFIP1	13	3707700
Q9P2J5	LARS	13	12885000
Q8N163	CCAR2	13	12244000
P02042	HBD	13	21208000
P55265	ADAR	12	5906400
O94973	AP2A2	12	3489300
P04003	C4BPA	12	29101000
P07384	CAPN1	12	16007000
P17655	CAPN2	12	16740000
O75390	CS	12	83975000
P13611	VCAN	12	12970000
P08311	CTSG	12	85052000
Q14240	EIF4A2	12	6669100
P22102	GART	12	7449800
Q08378	GOLGA3	12	2412500
P10412	HIST1H1E	12	304350000
P14866	HNRNPL	12	24198000
P00739	HPR	12	0
P34931	HSPA1L	12	1441300
O75874	IDH1	12	14083000
Q12905	ILF2	12	21329000
P23229	ITGA6	12	4683300
P17301	ITGA2	12	3208400
P16144	ITGB4	12	5302200
Q16787	LAMA3	12	3332000
O14974	PPP1R12A	12	4234900
P23284	PPIB	12	99718000
P14314	PRKCSH	12	16008000
Q92900	UPF1	12	3953700
Q9H4A4	RNPEP	12	8957700
P04844	RPN2	12	15098000
P40763	STAT3	12	10519000
P32119	PRDX2	12	79512000
P06753	TPM3	12	4534400
P51149	RAB7A	12	27664000
Q15075	EEA1	12	3245900
Q9Y265	RUVBL1	12	18818000
Q96AE4	FUBP1	12	3781100
Q15020	SART3	12	3721100
Q9NSD9	FARSB	12	8857000
P27348	YWHAQ	12	28317000
Q8WXH0	SYNE2	12	2350500
Q15155	NOMO1	12	0
Q8NC51	SERBP1	12	24153000
Q6NVY1	HIBCH	12	9251000
Q5SSJ5	HP1BP3	12	21176000
Q96G03	PGM2	12	7098900
Q8N1G4	LRRC47	12	6167300
Q27J81	INF2	12	2059600
Q9BUF5	TUBB6	12	1107800
P24752	ACAT1	11	54067000
P21399	ACO1	11	6171200
Q9UKK3	PARP4	11	3682100
P27695	APEX1	11	9468500
Q07960	ARHGAP1	11	15135000
P21810	BGN	11	41393000
P51911	CNN1	11	51861000
Q08257	CRYZ	11	14617000
O60716	CTNND1	11	4461100
P14868	DARS	11	10090000
P39656	DDOST	11	23112000
P09622	DLD	11	12834000
P22087	FBL	11	12462000
Q02790	FKBP4	11	16634000
Q14789	GOLGB1	11	1677700
P16402	HIST1H1D	11	11028000
Q14103	HNRNPD	11	54654000
P31943	HNRNPH1	11	20442000
P12268	IMPDH2	11	5155200
Q14847	LASP1	11	10874000
P56192	MARS	11	6821000
Q16822	PCK2	11	6882400
P07602	PSAP	11	10797000
Q9UL46	PSME2	11	19769000
P54727	RAD23B	11	8792200
P46060	RANGAP1	11	4863000
P62241	RPS8	11	79237000
P62280	RPS11	11	49221000
P22307	SCP2	11	13845000
O76094	SRP72	11	3856000
P35442	THBS2	11	4555700
P50552	VASP	11	9833100
Q9Y277	VDAC3	11	39221000
Q15942	ZYX	11	7084800
Q13838	DDX39B	11	28622000
Q14683	SMC1A	11	2655000
P62805	HIST1H4A	11	1001100000
O75131	CPNE3	11	9683400
P53992	SEC24C	11	5659200
O15143	ARPC1B	11	25487000
O75947	ATP5H	11	24391000
Q15436	SEC23A	11	3991600
Q96HC4	PDLIM5	11	9988600
Q9Y4W6	AFG3L2	11	7579100
O95757	HSPA4L	11	2705900
Q8WX93	PALLD	11	7669900
Q14166	TTLL12	11	5860400
Q9ULV4	CORO1C	11	18385000
P30044	PRDX5	11	34035000
Q6NUK1	SLC25A24	11	9238500
Q9NVD7	PARVA	11	5962500
Q96KP4	CNDP2	11	10774000
Q9HCC0	MCCC2	11	4465000
Q96TA1	FAM129B	11	8408200
Q96RP9	GFM1	11	3664000
Q9HC84	MUC5B	11	3177500
Q08043	ACTN3	10	0
O95782	AP2A1	10	5438300
O43747	AP1G1	10	2591100
P23526	AHCY	10	20377000
P54819	AK2	10	40784000
P00352	ALDH1A1	10	2629300
P20073	ANXA7	10	6123700
P01008	SERPINC1	10	7857600
Q93084	ATP2A3	10	1360000
O43852	CALU	10	9167800
P08123	COL1A2	10	137810000
Q16698	DECR1	10	21835000
P36957	DLST	10	20587000
P30084	ECHS1	10	23797000
P41250	GARS	10	9710700
O60547	GMDS	10	11024000
P62879	GNB2	10	7510900
P12081	HARS	10	3140800
P07686	HEXB	10	8680200
P61604	HSPE1	10	152030000
P25685	DNAJB1	10	10936000
P50213	IDH3A	10	23604000
P60228	EIF3E	10	6686100
Q92973	TNPO1	10	4867800
P08865	RPSA	10	79690000
P17931	LGALS3	10	166030000
Q08380	LGALS3BP	10	13740000
P27338	MAOB	10	3281500
Q14566	MCM6	10	2345900
Q02252	ALDH6A1	10	7390400
P28331	NDUFS1	10	5210500
P00491	PNP	10	11568000
P13674	P4HA1	10	6862700
P08237	PFKM	10	2638600
P35237	SERPINB6	10	15487000
P51888	PRELP	10	8629900
P13861	PRKAR2A	10	6366500
P17980	PSMC3	10	7665700
Q99460	PSMD1	10	5853500
Q9UNM6	PSMD13	10	7663000
P26599	PTBP1	10	29572000
P35241	RDX	10	34752
P46777	RPL5	10	22882000
Q02543	RPL18A	10	36206000
P62750	RPL23A	10	45032000
P62277	RPS13	10	54092000
P39019	RPS19	10	46435000
P31040	SDHA	10	18884000
Q07955	SRSF1	10	15614000
O15020	SPTBN2	10	40434
P10155	TROVE2	10	5081000
P05455	SSB	10	7586400
Q16762	TST	10	24395000
Q16851	UGP2	10	7749900
P04275	VWF	10	2550600
P23381	WARS	10	5915100
P31946	YWHAB	10	20640000
P61981	YWHAG	10	20027000
Q14258	TRIM25	10	5849100
Q13724	MOGS	10	4124100
Q02978	SLC25A11	10	23802000
Q9BZZ5	API5	10	10837000
Q9P2R7	SUCLA2	10	10616000
Q13228	SELENBP1	10	2645700
P78417	GSTO1	10	36709000
O75439	PMPCB	10	5455700
O00429	DNM1L	10	3876800
Q9UJS0	SLC25A13	10	3932900
O43615	TIMM44	10	7360500
Q15437	SEC23B	10	8392100
Q99536	VAT1	10	6901400
Q13561	DCTN2	10	9271300
P22234	PAICS	10	14592000
P30040	ERP29	10	44668000
Q13435	SF3B2	10	7094200
P31146	CORO1A	10	19354000
Q9Y3F4	STRAP	10	3721500
Q99497	PARK7	10	52992000
O94874	UFL1	10	3203200
Q9NR99	MXRA5	10	3435700
Q9H2U2	PPA2	10	9359200
Q9Y617	PSAT1	10	3267500
P30085	CMPK1	10	23331000
Q2TAY7	SMU1	10	2852100
Q96AG4	LRRC59	10	32505000
Q9UJ70	NAGK	10	5007200
Q9UNZ2	NSFL1C	10	5294100
