protein_id	gene_names	peptides	intensity
P53618	COPB1	32	173450000
Q04637	EIF4G1	32	57597000
P41252	IARS	32	59069000
P00558	PGK1	32	696620000
P11678	EPX	32	227340000
Q14152	EIF3A	32	77273000
Q07065	CKAP4	32	232770000
P53396	ACLY	31	70706000
P04075	ALDOA	31	997450000
P25705	ATP5A1	31	832550000
P12109	COL6A1	31	399020000
P06733	ENO1	31	1067400000
P40939	HADHA	31	147640000
P11586	MTHFD1	31	111390000
P11216	PYGB	31	111570000
P50990	CCT8	31	149040000
Q9NZ08	ERAP1	31	142150000
P35222	CTNNB1	30	56751000
P20591	MX1	30	274300000
P47897	QARS	30	55900000
Q05707	COL14A1	30	48324000
P15311	EZR	30	73398000
P35606	COPB2	30	101150000
O75083	WDR1	30	183370000
Q9Y6C2	EMILIN1	30	113920000
Q9Y3Z3	SAMHD1	30	105470000
P07437	TUBB	30	474270000
P60709	ACTB	29	88225000
P63261	ACTG1	29	3769900000
P09874	PARP1	29	61266000
O00571	DDX3X	29	115220000
P19367	HK1	29	69633000
P51659	HSD17B4	29	102550000
O00410	IPO5	29	58215000
P20700	LMNB1	29	143350000
P19338	NCL	29	283670000
P54136	RARS	29	83397000
P04843	RPN1	29	372760000
P13010	XRCC5	29	134410000
P78371	CCT2	29	170690000
Q15063	POSTN	29	318120000
Q7KZF4	SND1	29	62813000
Q03252	LMNB2	29	67375000
P49588	AARS	28	72608000
P49748	ACADVL	28	92237000
P04083	ANXA1	28	509960000
P02679	FGG	28	1275700000
P12956	XRCC6	28	173150000
Q13200	PSMD2	28	87312000
P17987	TCP1	28	127960000
Q13885	TUBB2A	28	15137000
O60506	SYNCRIP	28	193900000
P50991	CCT4	28	153760000
O75533	SF3B1	28	45224000
O43143	DHX15	27	36068000
Q15582	TGFBI	27	257330000
Q99832	CCT7	27	136270000
P31948	STIP1	27	158650000
Q9BQE3	TUBA1C	27	84823000
Q9BVA1	TUBB2B	27	0
P52789	HK2	26	34982000
P48735	IDH2	26	210220000
Q12906	ILF3	26	88650000
P16144	ITGB4	26	46590000
P36578	RPL4	26	366680000
P68366	TUBA4A	26	83023000
O60763	USO1	26	84211000
Q92841	DDX17	26	174630000
Q9Y6N5	SQRDL	26	227320000
Q10567	AP1B1	25	19035000
P63010	AP2B1	25	54325000
P05091	ALDH2	25	363710000
P27708	CAD	25	24964000
O60716	CTNND1	25	72403000
P11717	IGF2R	25	19719000
O94979	SEC31A	25	53408000
P48643	CCT5	25	116830000
P31939	ATIC	24	73127000
Q12864	CDH17	24	174500000
P12110	COL6A2	24	303260000
Q92499	DDX1	24	70325000
Q14247	CTTN	24	44197000
Q02790	FKBP4	24	88636000
Q14789	GOLGB1	24	27446000
P55084	HADHB	24	102040000
P09651	HNRNPA1	24	219790000
O94832	MYO1D	24	35950000
Q01813	PFKP	24	51280000
P23396	RPS3	24	247250000
Q5T4S7	UBR4	24	13330000
Q96QK1	VPS35	24	109840000
P62736	ACTA2	23	1099300000
P27824	CANX	23	347310000
P55060	CSE1L	23	51028000
P22102	GART	23	62365000
Q92896	GLG1	23	57257000
Q14974	KPNB1	23	137250000
Q16787	LAMA3	23	32523000
Q06830	PRDX1	23	513900000
Q14651	PLS1	23	72644000
P13797	PLS3	23	43900000
P29590	PML	23	57798000
P17980	PSMC3	23	67202000
Q92945	KHSRP	23	50268000
Q15029	EFTUD2	23	48694000
Q13509	TUBB3	23	20506000
P04350	TUBB4A	23	1521600
Q15393	SF3B3	23	47190000
P63267	ACTG2	22	0
P09525	ANXA4	22	363430000
A8K7I4	CLCA1	22	40047000
Q16531	DDB1	22	31795000
P17844	DDX5	22	56797000
Q14126	DSG2	22	74002000
P26641	EEF1G	22	285530000
P32455	GBP1	22	90579000
P06744	GPI	22	277250000
P23229	ITGA6	22	36108000
Q15046	KARS	22	59034000
O00159	MYO1C	22	50627000
Q9UM54	MYO6	22	21331000
Q9UQ80	PA2G4	22	113870000
P52209	PGD	22	174020000
P01833	PIGR	22	163630000
Q99959	PKP2	22	50425000
P30153	PPP2R1A	22	133020000
P35998	PSMC2	22	31715000
P06737	PYGL	22	12908000
P13489	RNH1	22	108110000
P49411	TUFM	22	160770000
P62258	YWHAE	22	274930000
P63104	YWHAZ	22	737480000
P54577	YARS	22	30316000
P43490	NAMPT	22	133330000
Q13263	TRIM28	22	90117000
O95782	AP2A1	21	39569000
P00352	ALDH1A1	21	86487000
P12429	ANXA3	21	254880000
P50995	ANXA11	21	139280000
P48444	ARCN1	21	79888000
P06576	ATP5B	21	922830000
P60842	EIF4A1	21	264740000
Q9Y6K5	OAS3	21	27375000
Q99460	PSMD1	21	39681000
Q9H4A4	RNPEP	21	74067000
P62701	RPS4X	21	274080000
Q01995	TAGLN	21	670990000
P53675	CLTCL1	21	884530
P55884	EIF3B	21	55973000
P42765	ACAA2	21	91436000
Q13576	IQGAP2	21	18162000
P31146	CORO1A	21	208160000
Q9UHB6	LIMA1	21	48247000
Q9P2M7	CGN	21	14194000
P27797	CALR	20	890640000
P07384	CAPN1	20	74727000
P78344	EIF4G2	20	24087000
P11413	G6PD	20	63901000
P01892	HLA-A	20	64180000
P61978	HNRNPK	20	346090000
P14866	HNRNPL	20	148620000
O15230	LAMA5	20	14730000
P09960	LTA4H	20	83447000
Q92900	UPF1	20	23809000
P04844	RPN2	20	72820000
P61247	RPS3A	20	199840000
P12270	TPR	20	16437000
O14980	XPO1	20	30418000
Q14258	TRIM25	20	45918000
P30041	PRDX6	20	221950000
O43390	HNRNPR	20	83735000
Q92598	HSPH1	20	29626000
Q9H4M9	EHD1	20	41126000
Q16891	IMMT	20	50408000
Q7L576	CYFIP1	20	19787000
Q9BSJ8	ESYT1	20	48543000
Q9NZN4	EHD2	20	44612000
P00966	ASS1	19	179220000
P50454	SERPINH1	19	208370000
Q16555	DPYSL2	19	63030000
P07954	FH	19	103440000
P54652	HSPA2	19	4983000
P23284	PPIB	19	438740000
Q9UL46	PSME2	19	177510000
O60701	UGDH	19	69320000
Q04917	YWHAH	19	101250000
P43243	MATR3	19	54525000
Q15084	PDIA6	19	566980000
Q9H223	EHD4	19	32995000
Q8NBS9	TXNDC5	19	346960000
P55265	ADAR	18	15093000
O94973	AP2A2	18	15568000
P38606	ATP6V1A	18	46635000
P17655	CAPN2	18	57445000
P23528	CFL1	18	791260000
O43491	EPB41L2	18	33921000
P31150	GDI1	18	13581000
Q14573	ITPR3	18	14174000
P56192	MARS	18	42793000
P40926	MDH2	18	292430000
Q16822	PCK2	18	41917000
P17858	PFKL	18	36622000
P54886	ALDH18A1	18	32487000
Q02878	RPL6	18	249890000
P29144	TPP2	18	17312000
P31930	UQCRC1	18	108080000
P21796	VDAC1	18	324550000
Q93008	USP9X	18	12300000
O75131	CPNE3	18	36660000
O00151	PDLIM1	18	130710000
O75116	ROCK2	18	17620000
P63244	GNB2L1	18	234310000
Q15437	SEC23B	18	61006000
Q15436	SEC23A	18	30015000
Q9BQG0	MYBBP1A	18	15236000
Q96HC4	PDLIM5	18	35345000
Q9Y230	RUVBL2	18	37250000
P27348	YWHAQ	18	56916000
Q9UPN3	MACF1	18	7176300
Q9ULC5	ACSL5	18	25838000
Q460N5	PARP14	18	22362000
Q96TA1	FAM129B	18	46438000
Q86UX7	FERMT3	18	41834000
Q9UKK3	PARP4	17	25680000
P05141	SLC25A5	17	532600000
P00751	CFB	17	40219000
P07339	CTSD	17	248840000
Q13045	FLII	17	30998000
P00738	HP	17	125800000
P27816	MAP4	17	21348000
P25205	MCM3	17	28893000
P33992	MCM5	17	12699000
Q14566	MCM6	17	20781000
P14780	MMP9	17	31219000
P28331	NDUFS1	17	26804000
Q06323	PSME1	17	310910000
P34897	SHMT2	17	60558000
Q16658	FSCN1	17	49317000
P42166	TMPO	17	42704000
P09493	TPM1	17	31595000
Q16851	UGP2	17	82222000
P22695	UQCRC2	17	99763000
P45880	VDAC2	17	148080000
P31946	YWHAB	17	111800000
P62805	HIST1H4A	17	3245600000
P37802	TAGLN2	17	438210000
Q8N2S1	LTBP4	17	15550000
Q96I99	SUCLG2	17	41237000
O75367	H2AFY	17	146860000
O00429	DNM1L	17	26136000
O15144	ARPC2	17	104090000
Q12931	TRAP1	17	39465000
P22234	PAICS	17	71209000
Q9Y5B9	SUPT16H	17	28098000
Q9ULV4	CORO1C	17	72894000
O76021	RSL1D1	17	23260000
Q9Y262	EIF3L	17	29620000
A0AVT1	UBA6	17	12591000
Q8WVV4	POF1B	17	35883000
Q9BUF5	TUBB6	17	21016000
Q32P51	HNRNPA1L2	17	0
Q1KMD3	HNRNPUL2	17	40089000
P00326	ADH1C	16	36032000
P16152	CBR1	16	39128000
O00299	CLIC1	16	260220000
P14868	DARS	16	32391000
P41250	GARS	16	35570000
P31947	SFN	16	96850000
P33993	MCM7	16	24181000
O43776	NARS	16	43649000
P14543	NID1	16	22962000
Q15233	NONO	16	50113000
P46459	NSF	16	26908000
P36871	PGM1	16	29877000
P36952	SERPINB5	16	63475000
P35237	SERPINB6	16	60172000
Q16401	PSMD5	16	26765000
O00231	PSMD11	16	59025000
P40763	STAT3	16	34966000
P67936	TPM4	16	16005000
P50552	VASP	16	60311000
P61981	YWHAG	16	33672000
Q93009	USP7	16	10898000
P51149	RAB7A	16	61278000
Q14683	SMC1A	16	15732000
Q96AE4	FUBP1	16	23634000
O95340	PAPSS2	16	29518000
P38919	EIF4A3	16	20184000
Q14008	CKAP5	16	9879300
O95373	IPO7	16	29426000
Q9P2J5	LARS	16	23491000
Q9UJ70	NAGK	16	27227000
Q8N163	CCAR2	16	33901000
Q27J81	INF2	16	11587000
Q8IVT2	MISP	16	51952000
O43747	AP1G1	15	19844000
P49189	ALDH9A1	15	38315000
Q93084	ATP2A3	15	9454400
P49419	ALDH7A1	15	21450000
P00918	CA2	15	229330000
P00488	F13A1	15	30985000
P17174	GOT1	15	152530000
P00505	GOT2	15	79429000
P12268	IMPDH2	15	27086000
P41218	MNDA	15	59759000
Q15181	PPA1	15	71919000
P62136	PPP1CA	15	43657000
P62140	PPP1CB	15	3723900
P36873	PPP1CC	15	14294000
P62191	PSMC1	15	42055000
O43242	PSMD3	15	35511000
P61221	ABCE1	15	23540000
P15880	RPS2	15	213270000
P05455	SSB	15	34339000
P26639	TARS	15	21972000
Q13838	DDX39B	15	119910000
Q9Y265	RUVBL1	15	43141000
O95831	AIFM1	15	36752000
O15143	ARPC1B	15	184660000
P61160	ACTR2	15	129570000
Q9Y446	PKP3	15	18988000
O14579	COPE	15	50328000
Q6NVY1	HIBCH	15	16119000
Q9UJU6	DBNL	15	38355000
Q5SSJ5	HP1BP3	15	38446000
O15195	VILL	15	10423000
Q9Y3I0	RTCB	15	33586000
Q9NSE4	IARS2	15	19440000
Q96KP4	CNDP2	15	55841000
Q9P258	RCC2	15	31784000
Q9Y4G6	TLN2	15	1891500
Q9BY44	EIF2A	15	15116000
P01011	SERPINA3	14	47958000
P54819	AK2	14	72366000
P30837	ALDH1B1	14	54205000
Q07960	ARHGAP1	14	59909000
Q12797	ASPH	14	21528000
P47756	CAPZB	14	121440000
P08311	CTSG	14	445900000
Q14240	EIF4A2	14	8355400
P38117	ETFB	14	66316000
P43304	GPD2	14	32712000
P10412	HIST1H1E	14	1138500000
P68871	HBB	14	2726800000
P52790	HK3	14	18624000
P01891	HLA-A	14	24090000
P31943	HNRNPH1	14	114750000
P34931	HSPA1L	14	0
Q92973	TNPO1	14	19810000
Q8WWI1	LMO7	14	7166100
P49736	MCM2	14	15444000
P40925	MDH1	14	107450000
P00491	PNP	14	72373000
Q13177	PAK2	14	24092000
P35232	PHB	14	165470000
P14314	PRKCSH	14	128850000
Q13217	DNAJC3	14	30861000
P41219	PRPH	14	10532000
P43686	PSMC4	14	27504000
P08575	PTPRC	14	21124000
P46777	RPL5	14	134440000
P62750	RPL23A	14	177210000
P62081	RPS7	14	81168000
P62241	RPS8	14	226560000
P31040	SDHA	14	35238000
Q00796	SORD	14	48554000
Q9UHB9	SRP68	14	22632000
O76094	SRP72	14	15110000
Q03518	TAP1	14	84154000
O15371	EIF3D	14	30882000
Q86VB7	CD163	14	22000000
P36776	LONP1	14	21810000
O75351	VPS4B	14	30666000
O15027	SEC16A	14	8147900
Q9NSD9	FARSB	14	25303000
Q15459	SF3A1	14	31471000
O00567	NOP56	14	29084000
Q9UHD8	SEPT9	14	40901000
Q8WVM8	SCFD1	14	27510000
Q13423	NNT	14	20278000
Q8NC51	SERBP1	14	57401000
Q9H2U2	PPA2	14	18829000
Q9C0C2	TNKS1BP1	14	7957900
Q8TDB6	DTX3L	14	14306000
P21399	ACO1	13	30297000
P20073	ANXA7	13	37389000
P24539	ATP5F1	13	73866000
P21810	BGN	13	177420000
Q99459	CDC5L	13	9784900
Q14839	CHD4	13	10269000
P08123	COL1A2	13	1240800000
O75390	CS	13	117230000
Q14203	DCTN1	13	17099000
P39656	DDOST	13	95496000
P00387	CYB5R3	13	93410000
P05198	EIF2S1	13	25672000
O95573	ACSL3	13	29866000
Q9TNN7	HLA-C	13	2253200
Q14103	HNRNPD	13	206870000
P52597	HNRNPF	13	238840000
O75874	IDH1	13	60276000
Q12905	ILF2	13	83655000
P60228	EIF3E	13	18893000
O00515	LAD1	13	19552000
P07942	LAMB1	13	22410000
P55268	LAMB2	13	8408600
P08865	RPSA	13	356070000
P56470	LGALS4	13	417260000
O60313	OPA1	13	12702000
Q15365	PCBP1	13	193100000
P60900	PSMA6	13	62379000
P62333	PSMC6	13	54923000
O00232	PSMD12	13	22247000
P26599	PTBP1	13	98093000
P35241	RDX	13	0
P27694	RPA1	13	13849000
P62424	RPL7A	13	255230000
P46781	RPS9	13	188890000
P62249	RPS16	13	130730000
Q15424	SAFB	13	3774900
P22307	SCP2	13	64773000
P08195	SLC3A2	13	24578000
Q08945	SSRP1	13	23123000
P37837	TALDO1	13	101310000
P60174	TPI1	13	59360000
Q9NQW7	XPNPEP1	13	47650000
Q13310	PABPC4	13	4453200
O14617	AP3D1	13	15880000
Q9UQE7	SMC3	13	8526500
Q9UDY2	TJP2	13	15489000
Q8N1F7	NUP93	13	10820000
O94855	SEC24D	13	18697000
O00148	DDX39A	13	5075700
Q9BS26	ERP44	13	106940000
O94874	UFL1	13	12906000
Q15155	NOMO1	13	0
