protein_id	gene_names	peptides	intensity
P54652	HSPA2	20	12089000
P23229	ITGA6	20	80988000
Q9UM54	MYO6	20	48380000
Q01813	PFKP	20	47970000
P62136	PPP1CA	20	149340000
P35998	PSMC2	20	44974000
Q15582	TGFBI	20	238340000
P42166	TMPO	20	112500000
P54577	YARS	20	63226000
O60763	USO1	20	65501000
P63244	GNB2L1	20	601030000
O95373	IPO7	20	106510000
Q16891	IMMT	20	75895000
A5YKK6	CNOT1	20	28364000
Q5T4S7	UBR4	20	23499000
Q9Y262	EIF3L	20	76699000
Q9P2J5	LARS	20	59130000
Q9NZ08	ERAP1	20	97561000
Q96QK1	VPS35	20	108420000
Q9C0C2	TNKS1BP1	20	27203000
P21399	ACO1	19	105870000
O94973	AP2A2	19	38042000
P04083	ANXA1	19	266680000
P48444	ARCN1	19	118900000
P07384	CAPN1	19	117030000
P12110	COL6A2	19	249130000
Q14240	EIF4A2	19	36967000
Q14247	CTTN	19	67042000
Q02790	FKBP4	19	114890000
P41250	GARS	19	161350000
Q92896	GLG1	19	72932000
P25205	MCM3	19	63419000
P08237	PFKM	19	37471000
P52209	PGD	19	152850000
Q99959	PKP2	19	73623000
P34897	SHMT2	19	170350000
Q9Y446	PKP3	19	61411000
Q9UQ35	SRRM2	19	58486000
O76021	RSL1D1	19	64535000
O00468	AGRN	19	31820000
P49588	AARS	18	50384000
O95782	AP2A1	18	65689000
P27824	CANX	18	256510000
P14868	DARS	18	59939000
P02679	FGG	18	702850000
P55084	HADHB	18	80046000
P52789	HK2	18	31292000
Q15046	KARS	18	60757000
P07942	LAMB1	18	46057000
P33992	MCM5	18	47741000
P05164	MPO	18	75374000
P28331	NDUFS1	18	64563000
O00231	PSMD11	18	107940000
P46060	RANGAP1	18	39918000
P62701	RPS4X	18	369080000
P49411	TUFM	18	117660000
P31930	UQCRC1	18	105350000
P21796	VDAC1	18	653020000
P62258	YWHAE	18	400150000
P63104	YWHAZ	18	1004400000
Q93009	USP7	18	35945000
Q92945	KHSRP	18	87045000
O00151	PDLIM1	18	126060000
O94979	SEC31A	18	67756000
Q14166	TTLL12	18	150800000
Q8NC51	SERBP1	18	113120000
Q86SF2	GALNT7	18	48258000
Q03252	LMNB2	18	53279000
P05141	SLC25A5	17	845190000
P23528	CFL1	17	925110000
P78344	EIF4G2	17	45224000
P31150	GDI1	17	18168000
Q14789	GOLGB1	17	19489000
O75874	IDH1	17	208980000
P09960	LTA4H	17	95602000
P21397	MAOA	17	101370000
P00491	PNP	17	160300000
Q9UQ80	PA2G4	17	121210000
P17858	PFKL	17	82505000
P17980	PSMC3	17	100360000
P62195	PSMC5	17	98759000
O43242	PSMD3	17	81513000
Q9H4A4	RNPEP	17	100280000
Q02878	RPL6	17	386510000
Q15418	RPS6KA1	17	51332000
Q01995	TAGLN	17	655370000
Q14258	TRIM25	17	59620000
Q13838	DDX39B	17	271540000
P37802	TAGLN2	17	592200000
Q9NSD9	FARSB	17	106840000
Q15084	PDIA6	17	786870000
Q96HC4	PDLIM5	17	80881000
Q92598	HSPH1	17	52895000
Q14690	PDCD11	17	28207000
A0AVT1	UBA6	17	42128000
Q63HN8	RNF213	17	19240000
Q32P51	HNRNPA1L2	17	0
P49748	ACADVL	16	66067000
P12429	ANXA3	16	153080000
P50995	ANXA11	16	90934000
Q93084	ATP2A3	16	21744000
P00505	GOT2	16	174980000
P61978	HNRNPK	16	1186500000
P49736	MCM2	16	43871000
P40926	MDH2	16	664810000
Q15365	PCBP1	16	320960000
P23284	PPIB	16	580980000
P62140	PPP1CB	16	14005000
P04844	RPN2	16	337590000
P61247	RPS3A	16	349450000
P37837	TALDO1	16	149380000
P22695	UQCRC2	16	164910000
P45880	VDAC2	16	246530000
P23381	WARS	16	140090000
O60841	EIF5B	16	49157000
P38919	EIF4A3	16	40935000
O94855	SEC24D	16	46398000
Q15437	SEC23B	16	99710000
Q9Y5B9	SUPT16H	16	72132000
Q15155	NOMO1	16	0
Q8N163	CCAR2	16	71326000
Q9BUF5	TUBB6	16	75608000
P13798	APEH	15	47375000
P13611	VCAN	15	31575000
P62495	ETF1	15	52304000
P11413	G6PD	15	65834000
P17174	GOT1	15	100480000
Q12905	ILF2	15	194760000
P60228	EIF3E	15	62306000
P27816	MAP4	15	46632000
P36952	SERPINB5	15	109450000
P30876	POLR2B	15	18675000
Q15181	PPA1	15	142110000
P36873	PPP1CC	15	15957000
Q9UNM6	PSMD13	15	66856000
Q06323	PSME1	15	255600000
P26599	PTBP1	15	581230000
P32119	PRDX2	15	358370000
Q02880	TOP2B	15	29175000
Q14008	CKAP5	15	24052000
O95994	AGR2	15	5417000000
Q9Y2A7	NCKAP1	15	36734000
Q9Y230	RUVBL2	15	51265000
Q9Y2J8	PADI2	15	61826000
O43175	PHGDH	15	104820000
Q9ULC5	ACSL5	15	53670000
Q9NSE4	IARS2	15	41485000
Q96KP4	CNDP2	15	85775000
Q8IV36	HID1	15	31149000
P49189	ALDH9A1	14	81639000
P16152	CBR1	14	41587000
Q96CW1	AP2M1	14	49303000
P08123	COL1A2	14	277800000
P07954	FH	14	113090000
P68871	HBB	14	7472500000
P31943	HNRNPH1	14	138830000
P00738	HP	14	87017000
P56470	LGALS4	14	1111300000
Q14566	MCM6	14	37260000
P33993	MCM7	14	71784000
P14543	NID1	14	24760000
P46459	NSF	14	33409000
P35232	PHB	14	324210000
P62191	PSMC1	14	59802000
Q16401	PSMD5	14	58098000
P15880	RPS2	14	350520000
P46781	RPS9	14	214090000
P40763	STAT3	14	44261000
Q16851	UGP2	14	85226000
Q04917	YWHAH	14	123640000
P51149	RAB7A	14	116960000
O00116	AGPS	14	61271000
Q9Y265	RUVBL1	14	93483000
Q96I99	SUCLG2	14	41033000
Q96AE4	FUBP1	14	29438000
O95831	AIFM1	14	53800000
P30041	PRDX6	14	251800000
O15144	ARPC2	14	64394000
Q12931	TRAP1	14	50212000
P43490	NAMPT	14	50949000
Q9UJS0	SLC25A13	14	43274000
O00148	DDX39A	14	5289500
Q15436	SEC23A	14	37299000
O14975	SLC27A2	14	20706000
Q9UKV3	ACIN1	14	40130000
Q8WX93	PALLD	14	46865000
Q5JTH9	RRP12	14	27717000
Q9Y3Z3	SAMHD1	14	30145000
Q08J23	NSUN2	14	22892000
Q9P258	RCC2	14	55570000
Q96TA1	FAM129B	14	62301000
Q9Y4G6	TLN2	14	3998000
Q1KMD3	HNRNPUL2	14	73061000
P02042	HBD	14	191260000
O43747	AP1G1	13	24745000
O00299	CLIC1	13	318720000
P51911	CNN1	13	79740000
O75390	CS	13	93226000
P07339	CTSD	13	188310000
O60610	DIAPH1	13	31113000
Q16555	DPYSL2	13	51453000
Q13045	FLII	13	34838000
P05534	HLA-A	13	15005000
P12268	IMPDH2	13	58156000
Q14573	ITPR3	13	20975000
P08865	RPSA	13	718680000
P49257	LMAN1	13	83268000
O00534	VWA5A	13	27098000
O43776	NARS	13	59028000
Q15233	NONO	13	59389000
Q9Y6K5	OAS3	13	28232000
Q13177	PAK2	13	41670000
Q15366	PCBP2	13	361700000
Q16822	PCK2	13	39120000
Q00325	SLC25A3	13	163260000
P30154	PPP2R1B	13	26221000
P43686	PSMC4	13	31745000
P61221	ABCE1	13	66294000
P27694	RPA1	13	39227000
P62424	RPL7A	13	449690000
P61313	RPL15	13	224960000
P62280	RPS11	13	176350000
P22307	SCP2	13	48618000
P31040	SDHA	13	49458000
Q00796	SORD	13	98821000
P05455	SSB	13	147070000
P60174	TPI1	13	113460000
P50552	VASP	13	94167000
Q14683	SMC1A	13	21983000
P62805	HIST1H4A	13	4239200000
P54578	USP14	13	73657000
O75367	H2AFY	13	156320000
O75694	NUP155	13	26349000
Q7L014	DDX46	13	15889000
Q7L2H7	EIF3M	13	144300000
Q9UHD8	SEPT9	13	38811000
P27348	YWHAQ	13	97607000
Q13435	SF3B2	13	31842000
P42285	SKIV2L2	13	29864000
Q9H2U2	PPA2	13	31409000
Q9H223	EHD4	13	28096000
Q9H583	HEATR1	13	11869000
Q9HCC0	MCCC2	13	39049000
Q08043	ACTN3	12	0
P30837	ALDH1B1	12	91865000
P27695	APEX1	12	85756000
Q07960	ARHGAP1	12	78951000
P38606	ATP6V1A	12	37462000
P00751	CFB	12	50328000
P17655	CAPN2	12	50413000
Q99459	CDC5L	12	21424000
P39656	DDOST	12	196820000
P05198	EIF2S1	12	47512000
Q14103	HNRNPD	12	245470000
P52597	HNRNPF	12	438600000
Q16363	LAMA4	12	32687000
O95202	LETM1	12	48515000
P35237	SERPINB6	12	106620000
P14314	PRKCSH	12	70025000
P62333	PSMC6	12	81264000
Q9UL46	PSME2	12	150300000
P46777	RPL5	12	274900000
P62913	RPL11	12	186380000
P22090	RPS4Y1	12	7330600
P62081	RPS7	12	214160000
P62241	RPS8	12	422020000
P39019	RPS19	12	169810000
P23921	RRM1	12	30935000
O76094	SRP72	12	23806000
P26639	TARS	12	29103000
Q9BTW9	TBCD	12	16887000
Q13428	TCOF1	12	11956000
P35442	THBS2	12	16048000
P42167	TMPO	12	17173000
P11388	TOP2A	12	5531800
O15371	EIF3D	12	72678000
Q13347	EIF3I	12	31421000
P36776	LONP1	12	34577000
Q8N1F7	NUP93	12	30769000
Q15008	PSMD6	12	50921000
Q9NY33	DPP3	12	41466000
O15143	ARPC1B	12	175720000
P61160	ACTR2	12	118260000
Q15459	SF3A1	12	48011000
O14744	PRMT5	12	27405000
Q96PK6	RBM14	12	46168000
O00567	NOP56	12	45157000
Q13162	PRDX4	12	70036000
Q13576	IQGAP2	12	13096000
O95486	SEC24A	12	25367000
Q9H4M9	EHD1	12	24613000
Q12907	LMAN2	12	77479000
Q9Y3F4	STRAP	12	41539000
Q86XP3	DDX42	12	20414000
Q99623	PHB2	12	167290000
O94760	DDAH1	12	54635000
Q9UJU6	DBNL	12	29990000
Q9Y617	PSAT1	12	33138000
Q5SSJ5	HP1BP3	12	42882000
Q9H3U1	UNC45A	12	12278000
Q8IVT2	MISP	12	25503000
P07741	APRT	11	91087000
P21810	BGN	11	127930000
P04003	C4BPA	11	41337000
P47756	CAPZB	11	148420000
P12277	CKB	11	52957000
P23786	CPT2	11	18618000
Q08257	CRYZ	11	42752000
P08311	CTSG	11	146290000
P00387	CYB5R3	11	129520000
P22087	FBL	11	53108000
P15170	GSPT1	11	21375000
P16402	HIST1H1D	11	13362000
P10412	HIST1H1E	11	477340000
P58876	HIST1H2BD	11	0
P07686	HEXB	11	31588000
P25685	DNAJB1	11	48447000
