protein_id	gene_names	peptides	intensity
P63104	YWHAZ	16	215790000
O75083	WDR1	16	12582000
Q14764	MVP	16	8900600
Q13509	TUBB3	16	1101700
Q14697	GANAB	16	21875000
P27797	CALR	15	95501000
P13611	VCAN	15	27018000
P12956	XRCC6	15	10091000
P11586	MTHFD1	15	10097000
P54136	RARS	15	7354400
P13489	RNH1	15	15138000
P23396	RPS3	15	13991000
P30041	PRDX6	15	45140000
Q15084	PDIA6	15	57102000
P78371	CCT2	15	22681000
Q7Z406	MYH14	15	1088600
P53396	ACLY	14	7438300
P12429	ANXA3	14	13271000
P07585	DCN	14	56107000
Q08211	DHX9	14	7114600
P38646	HSPA9	14	35421000
P17987	TCP1	14	9333900
P32119	PRDX2	14	30114000
P13010	XRCC5	14	8532700
P42704	LRPPRC	14	5051800
Q8NBS9	TXNDC5	14	44184000
P02042	HBD	14	65888000
P49748	ACADVL	13	4591700
P21810	BGN	13	81655000
P27824	CANX	13	44735000
O00299	CLIC1	13	49453000
P53618	COPB1	13	7718000
Q02790	FKBP4	13	9670400
Q14974	KPNB1	13	8593700
P30153	PPP2R1A	13	8107300
P62701	RPS4X	13	15729000
P35442	THBS2	13	10532000
Q04917	YWHAH	13	59565000
P53675	CLTCL1	13	0
P37802	TAGLN2	13	72399000
Q92616	GCN1L1	13	1495900
Q9BSJ8	ESYT1	13	7885200
P07339	CTSD	12	24647000
P17844	DDX5	12	3457400
Q16555	DPYSL2	12	4923600
P26641	EEF1G	12	29762000
P60842	EIF4A1	12	27448000
P00488	F13A1	12	14673000
P09651	HNRNPA1	12	17063000
P61978	HNRNPK	12	64219000
P08865	RPSA	12	39692000
P20700	LMNB1	12	12333000
Q07954	LRP1	12	3427800
O00159	MYO1C	12	3164500
P29590	PML	12	7586100
P26640	VARS	12	2923900
P62805	HIST1H4A	12	795340000
Q8WUM4	PDCD6IP	12	5480700
O43390	HNRNPR	12	4745600
P63244	GNB2L1	12	21726000
Q99832	CCT7	12	6419100
Q7KZF4	SND1	12	6788200
Q9NZ08	ERAP1	12	9099200
Q96TA1	FAM129B	12	7565300
P05141	SLC25A5	11	45340000
Q07960	ARHGAP1	11	13542000
P00751	CFB	11	11203000
P23528	CFL1	11	163780000
O00571	DDX3X	11	2310700
P98095	FBLN2	11	15952000
P22102	GART	11	3098000
P06744	GPI	11	38838000
P55084	HADHB	11	8408400
P48735	IDH2	11	10899000
Q12906	ILF3	11	5228600
Q92973	TNPO1	11	3455700
O00410	IPO5	11	4767700
Q9Y6K5	OAS3	11	5163100
Q01813	PFKP	11	2720800
P52209	PGD	11	9877900
P36952	SERPINB5	11	26149000
O00231	PSMD11	11	5332400
Q06323	PSME1	11	25330000
Q9UL46	PSME2	11	17531000
P09493	TPM1	11	1943300
O60701	UGDH	11	7863000
P21796	VDAC1	11	55089000
P62258	YWHAE	11	27305000
Q14152	EIF3A	11	8839200
O75367	H2AFY	11	23688000
P31948	STIP1	11	6616500
Q8WX93	PALLD	11	5165900
Q10567	AP1B1	10	1712400
P09525	ANXA4	10	15483000
P20073	ANXA7	10	4766700
P31939	ATIC	10	4569100
P00918	CA2	10	17997000
P31150	GDI1	10	2919900
P16402	HIST1H1D	10	3391000
P10412	HIST1H1E	10	140310000
P19367	HK1	10	3456700
P00739	HPR	10	0
P54652	HSPA2	10	61450
P09960	LTA4H	10	4595600
P50453	SERPINB9	10	3804600
P47897	QARS	10	1351800
P62241	RPS8	10	29295000
P49368	CCT3	10	15294000
P31946	YWHAB	10	16571000
Q13838	DDX39B	10	13959000
Q96AE4	FUBP1	10	2475400
Q13263	TRIM28	10	8181900
O60506	SYNCRIP	10	11422000
Q92841	DDX17	10	10682000
P27348	YWHAQ	10	9903000
Q99623	PHB2	10	14468000
P48643	CCT5	10	10112000
P30044	PRDX5	10	8264700
Q9H223	EHD4	10	2837800
Q96QK1	VPS35	10	6191900
Q9Y6N5	SQRDL	10	6648300
Q9BUF5	TUBB6	10	539770
Q03252	LMNB2	10	4311600
P21399	ACO1	9	5473400
O95782	AP2A1	9	3687700
P63010	AP2B1	9	3666600
P30837	ALDH1B1	9	5851100
P50995	ANXA11	9	11090000
P48444	ARCN1	9	4335400
P27708	CAD	9	1943900
Q16698	DECR1	9	9519700
P15924	DSP	9	1787300
Q12805	EFEMP1	9	21909000
P00505	GOT2	9	6641800
Q14103	HNRNPD	9	33645000
P34932	HSPA4	9	1305500
P04792	HSPB1	9	49974000
P17301	ITGA2	9	3829800
P14923	JUP	9	4246700
P17931	LGALS3	9	45158000
P35232	PHB	9	26347000
P62136	PPP1CA	9	3956100
P51888	PRELP	9	11019000
P17980	PSMC3	9	5975600
Q13200	PSMD2	9	4706500
P35241	RDX	9	0
Q02878	RPL6	9	18392000
P62424	RPL7A	9	18290000
P61247	RPS3A	9	15230000
P62277	RPS13	9	14004000
P67936	TPM4	9	1309400
P45880	VDAC2	9	18426000
P35606	COPB2	9	2147300
Q15029	EFTUD2	9	2006600
O00429	DNM1L	9	1381500
O15143	ARPC1B	9	12174000
P61160	ACTR2	9	8403000
P22234	PAICS	9	9148600
Q96HC4	PDLIM5	9	4997600
Q16891	IMMT	9	3870400
P31146	CORO1A	9	12443000
Q9NZN4	EHD2	9	4427600
Q63HN8	RNF213	9	1315800
Q8N163	CCAR2	9	5460100
Q9Y4G6	TLN2	9	81109
Q32P51	HNRNPA1L2	9	0
Q3ZCM7	TUBB8	9	0
P01011	SERPINA3	8	25803000
Q08043	ACTN3	8	0
P09874	PARP1	8	2659800
P00352	ALDH1A1	8	3625100
P09972	ALDOC	8	12125000
P23946	CMA1	8	3117400
P51911	CNN1	8	7632500
P21291	CSRP1	8	17424000
O60716	CTNND1	8	3963300
P08311	CTSG	8	27789000
Q14240	EIF4A2	8	486850
Q04637	EIF4G1	8	1536300
P62879	GNB2	8	2674700
P58876	HIST1H2BD	8	0
P14866	HNRNPL	8	10366000
O75874	IDH1	8	3459700
Q12905	ILF2	8	10058000
P56192	MARS	8	2876900
P40925	MDH1	8	16964000
P20591	MX1	8	5821400
P14543	NID1	8	2441600
P20774	OGN	8	8323600
P30086	PEBP1	8	17322000
Q15365	PCBP1	8	33623000
Q14651	PLS1	8	1061300
P23284	PPIB	8	39531000
P62140	PPP1CB	8	401110
P36873	PPP1CC	8	1996900
P26599	PTBP1	8	16286000
P15153	RAC2	8	12277000
P54727	RAD23B	8	4337800
P15880	RPS2	8	14444000
P46781	RPS9	8	12054000
P62249	RPS16	8	15166000
P39019	RPS19	8	17021000
P37837	TALDO1	8	17296000
P60174	TPI1	8	8235800
P49411	TUFM	8	2667400
O14980	XPO1	8	1463100
P61981	YWHAG	8	5017200
Q99879	HIST1H2BM	8	488250000
Q92945	KHSRP	8	2470700
O60763	USO1	8	1840400
P43490	NAMPT	8	9045200
O00148	DDX39A	8	521530
P30040	ERP29	8	13075000
O94979	SEC31A	8	1133300
Q9UPN3	MACF1	8	2804300
Q96KP4	CNDP2	8	2257800
P16615	ATP2A2	7	6910700
P24539	ATP5F1	7	2985300
P48047	ATP5O	7	11833000
P05155	SERPING1	7	5975600
P10909	CLU	7	8282900
O75390	CS	7	15931000
Q92499	DDX1	7	1997200
P00387	CYB5R3	7	5290200
Q14126	DSG2	7	2393700
P07954	FH	7	5192600
P11413	G6PD	7	3022000
P41250	GARS	7	3265600
P16401	HIST1H1B	7	22975000
P69891	HBG1	7	10074000
P69892	HBG2	7	565300
P01892	HLA-A	7	1426300
P30466	HLA-B	7	2040600
P31943	HNRNPH1	7	12321000
P51659	HSD17B4	7	3961600
P34931	HSPA1L	7	293550
P12268	IMPDH2	7	1668600
Q15046	KARS	7	3107500
P01042	KNG1	7	2774400
Q16787	LAMA3	7	1965500
P07942	LAMB1	7	1289400
Q13751	LAMB3	7	1131900
Q14847	LASP1	7	3461500
P09382	LGALS1	7	47290000
P15531	NME1	7	1743700
P00491	PNP	7	2689100
Q9UQ80	PA2G4	7	5191100
P28066	PSMA5	7	5066600
P35998	PSMC2	7	1461500
O43242	PSMD3	7	2215200
Q9UNM6	PSMD13	7	2384700
P04844	RPN2	7	3104600
P08195	SLC3A2	7	4035900
O60749	SNX2	7	1566300
P11277	SPTB	7	861760
P06753	TPM3	7	149910
Q16851	UGP2	7	5693000
P22695	UQCRC2	7	3426600
P51149	RAB7A	7	5885300
P11678	EPX	7	4158100
P54577	YARS	7	2811000
Q9Y265	RUVBL1	7	4775600
P55884	EIF3B	7	3087700
Q9P2R7	SUCLA2	7	1963300
P78417	GSTO1	7	16371000
P43243	MATR3	7	5269300
Q9NSD9	FARSB	7	902120
Q7Z6Z7	HUWE1	7	1006300
O15144	ARPC2	7	14098000
P24844	MYL9	7	4682400
Q15436	SEC23A	7	2105500
O95994	AGR2	7	47017000
Q9Y3F4	STRAP	7	1809700
Q9BS26	ERP44	7	4155200
Q9ULV4	CORO1C	7	11685000
Q9Y696	CLIC4	7	5636400
Q9Y617	PSAT1	7	2838900
P28838	LAP3	7	5325300
Q9P2J5	LARS	7	2047300
Q96AG4	LRRC59	7	15689000
Q9UJ70	NAGK	7	2058800
Q9Y5M8	SRPRB	7	1140400
P39060	COL18A1	7	6402300
O94973	AP2A2	6	0
P49189	ALDH9A1	6	3145900
P02760	AMBP	6	2398800
P02743	APCS	6	8332200
P07741	APRT	6	7080800
P01008	SERPINC1	6	4954200
P53004	BLVRA	6	2096800
P07384	CAPN1	6	1482700
P17655	CAPN2	6	5673200
P16152	CBR1	6	1475800
Q99439	CNN2	6	6000700
P15088	CPA3	6	6077800
P55060	CSE1L	6	4264100
P07858	CTSB	6	21967000
P39656	DDOST	6	8550200
P29692	EEF1D	6	35136000
P13804	ETFA	6	8402700
P38117	ETFB	6	6952900
P32455	GBP1	6	7475700
Q92896	GLG1	6	4620400
P17174	GOT1	6	2380100
P31947	SFN	6	2118200
P01891	HLA-A	6	237480
P05534	HLA-A	6	0
P01889	HLA-B	6	4319900
P26583	HMGB2	6	4710100
P52597	HNRNPF	6	9060000
P61604	HSPE1	6	64123000
P60228	EIF3E	6	1667000
P06756	ITGAV	6	3191000
P16144	ITGB4	6	1711100
Q16363	LAMA4	6	1405700
P55209	NAP1L1	6	2409800
Q15019	SEPT2	6	3865200
P46459	NSF	6	1061500
Q9H361	PABPC3	6	0
P12004	PCNA	6	2689500
P36871	PGM1	6	2242500
Q15181	PPA1	6	3176000
P14314	PRKCSH	6	7161100
Q16401	PSMD5	6	2677600
P51148	RAB5C	6	4535200
Q9H4A4	RNPEP	6	1075600
P30050	RPL12	6	13173000
P61313	RPL15	6	7751600
P05387	RPLP2	6	44719000
P46782	RPS5	6	14807000
P62753	RPS6	6	9767500
P62081	RPS7	6	5519700
P62244	RPS15A	6	9884800
P62979	RPS27A	6	48507000
P22307	SCP2	6	3615300
P34897	SHMT2	6	11448000
P02730	SLC4A1	6	4149400
Q16658	FSCN1	6	4899100
P31930	UQCRC1	6	6266200
Q9NQW7	XPNPEP1	6	2559400
P55145	MANF	6	8103200
O60493	SNX3	6	2428800
Q13310	PABPC4	6	496450
P20042	EIF2S2	6	1346900
P54578	USP14	6	1882500
Q9NR12	PDLIM7	6	3701600
O94855	SEC24D	6	2306500
O60664	PLIN3	6	2907900
O75947	ATP5H	6	6546600
Q9BQG0	MYBBP1A	6	809520
O00567	NOP56	6	1136200
Q92688	ANP32B	6	1517100
Q13162	PRDX4	6	2357600
Q6P2Q9	PRPF8	6	1714900
P30048	PRDX3	6	5394400
Q12907	LMAN2	6	3561400
Q99497	PARK7	6	30089000
Q7L576	CYFIP1	6	1361400
Q5T4S7	UBR4	6	577600
Q14019	COTL1	6	6508500
O75533	SF3B1	6	1095800
O95336	PGLS	6	1794800
Q8NC51	SERBP1	6	2432200
Q9UJU6	DBNL	6	2981900
P30085	CMPK1	6	5824100
Q9BXN1	ASPN	6	11152000
Q08J23	NSUN2	6	1479600
Q9HAV0	GNB4	6	0
Q9HC84	MUC5B	6	753360
P55265	ADAR	5	734920
O43747	AP1G1	5	662390
P01019	AGT	5	1145600
P61586	RHOA	5	1756800
P08134	RHOC	5	1333000
P02747	C1QC	5	7976500
P04003	C4BPA	5	3267300
Q13557	CAMK2D	5	2298400
P47756	CAPZB	5	5668900
P08571	CD14	5	2741300
P08572	COL4A2	5	14350000
P36551	CPOX	5	3859800
P35222	CTNNB1	5	1405300
P14868	DARS	5	1888900
P36957	DLST	5	3771800
Q14247	CTTN	5	697840
Q13045	FLII	5	788710
P09211	GSTP1	5	9518000
P12081	HARS	5	991060
P07686	HEXB	5	2175400
P03989	HLA-B	5	0
P18465	HLA-B	5	0
P10321	HLA-C	5	0
P01903	HLA-DRA	5	8757700
Q99729	HNRNPAB	5	2376900
P41252	IARS	5	1772800
Q08380	LGALS3BP	5	10515000
O94832	MYO1D	5	541150
Q99733	NAP1L4	5	1516800
P28331	NDUFS1	5	1824600
O75489	NDUFS3	5	1522500
P46087	NOP2	5	1373500
Q15366	PCBP2	5	18796000
Q00325	SLC25A3	5	13947000
P35237	SERPINB6	5	3681200
P19525	EIF2AK2	5	1380400
P25787	PSMA2	5	1944600
P62191	PSMC1	5	1340700
P61019	RAB2A	5	3031200
P61221	ABCE1	5	1124500
P46777	RPL5	5	4765900
P32969	RPL9	5	4696300
Q07020	RPL18	5	17101000
Q02543	RPL18A	5	11157000
